Contrast,Dissimilarity,Homogeneity,ASM,Energy,Entropy,Max_Probability,Correlation,GLCM_Mean,GLCM_Variance,Label_ID
0.18993898929434788,0.14189018072982618,0.9337176943547518,0.3200809954011886,0.5657570109165141,2.342378514224176,0.4774222017574153,0.985688985142818,4.416353938835808,6.636111812718935,0
0.19681516442193314,0.14944169448601358,0.9298896549880101,0.307151900494688,0.5542128656885259,2.3705499765268554,0.46472506810943554,0.9843626157253558,4.414696289474694,6.293097399222255,0
0.18601742066689692,0.14052415486742642,0.9341756140874499,0.34215137572622395,0.5849370698854911,2.271519602706068,0.5261578604044358,0.985108230136371,4.720778174283413,6.245645163985477,0
0.18123633014849777,0.1362956141360654,0.9362100230906224,0.34745752578955924,0.589455278871569,2.2411376000361822,0.5279498100610107,0.9858237205611503,4.696542726679713,6.39223892021311,0
0.16320939334637963,0.12331069414066996,0.9422607036988229,0.34924316799893385,0.5909679923641667,2.1397693840468337,0.49986569970453937,0.9861493619846889,4.6563140324623005,5.891764457463578,0
0.1803614596523541,0.1350293542074364,0.936932650702381,0.3557913008568808,0.5964824396886138,2.1810626613105217,0.5507655116841257,0.9874703176446148,4.662131153831396,7.197367608139219,0
0.14565058900272437,0.107348144737347,0.9500917079160431,0.37893749767153406,0.615578993851751,2.0341212778555544,0.5350677257204252,0.9879273506218736,4.787590652699436,6.032254587969877,0
0.1535014005602241,0.1151836076896512,0.9461571971502294,0.3957486840728808,0.6290855935982644,2.020763099934728,0.5730516864279959,0.9875570078898698,4.927738766739573,6.168186855666473,0
0.20970799278615557,0.15743831779287057,0.9263306884769653,0.3127508172071422,0.5592412871088313,2.381739600648793,0.4975979432869038,0.9848200163666868,4.45822493380914,6.9073853453604235,0
0.16686236138290933,0.12401672997966309,0.9421773142406407,0.35766439794451954,0.5980504978214796,2.1401171365351743,0.5215302559379916,0.9862775213269874,4.71689497716895,6.0798914524213385,0
0.18808948236828976,0.14159855723111162,0.9337198646891968,0.3606673243329909,0.6005558461400496,2.2021464967331976,0.5498177353133034,0.9860073090099687,4.7360346878477415,6.720990362021494,0
0.166409577529642,0.12240512643413529,0.9430979145516756,0.37480140672608053,0.6122102634929282,2.133367950308911,0.5537623268485476,0.9860195444542279,4.896243428878401,5.951507702378542,0
0.1679597866543878,0.1293426959825026,0.9391099996683729,0.40620099452141634,0.6373389949794508,2.040080399471583,0.6044741184144891,0.9873494339982755,4.983055139864165,6.638429728320633,0
0.14706266068071067,0.10995740762058248,0.948662481914603,0.425629679612767,0.6524030039881538,1.9360638666660586,0.6068262921606999,0.9877445395198596,5.0889605157131355,5.999883118083369,0
0.1690495376232685,0.12519857257971684,0.9416579236913881,0.37849223503824264,0.6152172258952464,2.1068326758274964,0.5589232953455354,0.9862105317143276,4.875292582786539,6.1296612138466,0
0.1509688807029661,0.11391734776102222,0.946668472384925,0.3642138014677353,0.6035012853902926,2.1043090552913917,0.518709949733318,0.9880831403502011,4.660412110049499,6.334256059780441,0
0.18847319749817737,0.14535129120141208,0.9315560794453528,0.33987531510273167,0.5829882632632767,2.2875631363934903,0.5230958136679329,0.9854841327679807,4.657634012509114,6.491971670818899,0
0.19127431794635663,0.14151413990253633,0.9340779143120709,0.33357099027543125,0.5775560494665701,2.242759500872295,0.4975403860174207,0.9856592423272564,4.4956141360653845,6.668905594403602,0
0.15149457043091208,0.10949311231341852,0.9493586019295837,0.3837323638001483,0.6194613497226024,2.0178962222963266,0.5362188711100879,0.9875960340780775,4.780382563984499,6.106698921217031,0
0.1882276198150493,0.14508269061049078,0.9316773264813271,0.3301000723198702,0.5745433598257578,2.3042460573645167,0.5053605003645294,0.9846988166431014,4.642669122443499,6.150753690796318,0
0.16116802885537776,0.1202716703119604,0.9438576253658968,0.36948065355681337,0.6078492029745646,2.1050192598294246,0.5419745980584014,0.9876558440764117,4.729526879244848,6.528110550877598,0
0.15824411956563447,0.12236675492114653,0.9423424575929671,0.34639528912135537,0.5885535567145571,2.173618354347682,0.5048079505774913,0.9870332173951595,4.636775258048425,6.101903786987698,0
0.17043858639346152,0.13130731744752694,0.9381691058621426,0.35338605800221173,0.5944628314724242,2.2278382823754486,0.5359924791834542,0.9856605380762528,4.826852384789532,5.942991009597647,0
0.1938528836192011,0.1493112313418518,0.9296942484921817,0.3195815816051529,0.5653154708701619,2.337263533127615,0.48656613330263615,0.9842199245040403,4.552987222286174,6.14233068357872,0
0.17904147960554084,0.13295729250604352,0.9380098658195068,0.35030629968588045,0.5918667921803693,2.1940671994216183,0.5197152833736234,0.9855583832353578,4.6881163424273815,6.198803178360375,0
0.13841372165304477,0.09997313994090787,0.9537929823885173,0.3980440898593311,0.6309073544184844,1.9485242452876412,0.5478416023943824,0.9884498608361793,4.851379455891946,5.991863815991738,0
0.17145926863896244,0.12951153063965312,0.9393598763499695,0.3349244340552627,0.5787265624241406,2.1964649492828965,0.48802425079620887,0.9853068517617799,4.615287210774721,5.834667494540782,0
0.19129734085414984,0.1419515751506082,0.9338250061073212,0.3393392557903288,0.5825283304615568,2.213584588509905,0.49684202448102527,0.9852968631216199,4.520356087640536,6.505324089463439,0
0.19373776908023482,0.14727754115344768,0.9308691772748274,0.34536354889075904,0.5876763981059296,2.281783394609726,0.5420551782356778,0.9857235462871093,4.694117647058824,6.785220376627685,0
0.1702927746441042,0.1246920686082652,0.9421120479432088,0.36978244500586327,0.608097397631221,2.105797079865472,0.5353401634626453,0.9868192509410931,4.715943363646829,6.459905050934529,0
0.19884118030773956,0.14998656997045393,0.9297615392775842,0.3404360458211962,0.583468975885776,2.2238578630315082,0.5344422700587084,0.9864420520328436,4.5615824411956565,7.33301163961955,0
0.1837074555849737,0.13465331338014658,0.9374287231783559,0.33489483954918936,0.5787009932160039,2.2057835895556543,0.4749280534131461,0.9848952036777698,4.497317831242086,6.081096754399441,0
0.17088369594413108,0.12794597290971182,0.9402301735173708,0.3624771815201562,0.6020607789253143,2.131778593713279,0.5391734776102222,0.9872133470628971,4.69140094393922,6.682112081329833,0
0.15683972219024594,0.11393269636621772,0.9472254704894417,0.38122151275339844,0.6174313830324779,2.0397397866780964,0.5409731015693949,0.9873150883175482,4.783093511377154,6.182136947972556,0
0.18061471163807988,0.1372395533555888,0.9355416151728424,0.38948559386886566,0.6240878094217718,2.1346623837940166,0.5881316910325775,0.986595837858985,4.901937761405932,6.737262274780283,0
0.10916695445301408,0.0802655308698822,0.9627210819863804,0.46667201522358304,0.6831339657955701,1.753182119050115,0.64303748896819,0.9900383035113083,5.31102413568167,5.479335511523681,0
0.1673151452361767,0.12390161544069683,0.9422740347611183,0.3842799862541023,0.6199032071655238,2.0931868606656883,0.5703388204596908,0.9871916046167599,4.854157553432332,6.531463951079605,0
0.17547292889758642,0.1331338014657918,0.9375640443991395,0.3381150312718555,0.581476595635504,2.23892171907751,0.5073673304938414,0.9859300012691804,4.627965158666207,6.235712328474122,0
0.18769809293580444,0.13356356241126588,0.9384499105369373,0.36220176521887193,0.6018320074729093,2.1568224843577863,0.5437396876558843,0.9858518736100463,4.723817198112122,6.6333197753398485,0
0.2088484708952074,0.15426883081999923,0.9281791189171386,0.3300140448115341,0.5744684889630884,2.3033862694079943,0.4964928437128276,0.9832578730381357,4.584482560147347,6.237214410319004,0
0.1635470626606807,0.12172211350293542,0.9432198040066457,0.36272665418939504,0.602267925585777,2.1715587852359572,0.5520931660335368,0.9849306434821385,4.99754422316872,5.426477987424995,0
0.18356931813821417,0.13624189401788112,0.9364739704844932,0.3512041635687386,0.5926248084317249,2.2020803763960455,0.5277387667395725,0.9860176240482492,4.661240934730056,6.564310635362067,0
