Label_ID,Ten_Tieng_Anh,Ten_Tieng_Viet,File_Name,Contrast,Dissimilarity,Homogeneity,ASM,Max_Probability,Entropy,GLCM_Mean,GLCM_Variance,Correlation
Leaf 4,Quercus,Cây Sồi,1411.jpg,0.12166267583412815,0.31095973321018555,0.6057612219004069,0.37762575971852064,0.5327169873876043,0.607848229481291,0.46337794646241376,0.6282379895464522,0.8852893146455
Leaf 4,Quercus,Cây Sồi,1409.jpg,0.07401972130422571,0.23831092296254847,0.6825524163260018,0.6768441281983395,0.7934671279031319,0.41665916322383767,0.7629291169001924,0.4167638037234415,0.887708256816814
Leaf 4,Quercus,Cây Sồi,1459.jpg,0.10939471159014086,0.26830485983945696,0.660919541631021,0.4902206271929212,0.6374094369049235,0.5192730746648485,0.5747361607905426,0.5697211704050391,0.8848186646337599
Leaf 4,Quercus,Cây Sồi,1451.jpg,0.15571174763407206,0.35760904288318957,0.5590939254037287,0.3814700379317138,0.5391196977566588,0.607284409695787,0.45461162080288614,0.6571228695351901,0.8549582820371674
Leaf 4,Quercus,Cây Sồi,1473.jpg,0.11207229455210242,0.31659474156518147,0.5920692804574881,0.30078725911188126,0.46330165359574826,0.6547810718157037,0.4367716628647708,0.538607117146898,0.8736041750223508
Leaf 4,Quercus,Cây Sồi,1443.jpg,0.09062588486639109,0.24872498903633827,0.6777109214095092,0.5240458800978907,0.6578330302196649,0.4704482350319206,0.6119768708109508,0.5169863066676585,0.8936888715834843
Leaf 4,Quercus,Cây Sồi,1413.jpg,0.05407945203461781,0.19672598788707235,0.7307525157099056,0.6560576114550943,0.7745078315786224,0.381331393802671,0.772043184260236,0.33104375703179567,0.8898406207582995
Leaf 4,Quercus,Cây Sồi,1424.jpg,0.09877449070736066,0.2642034297076562,0.6602421352609993,0.5860691870088602,0.7122225713666551,0.442915660971146,0.659552787651357,0.5127463249566897,0.8827117205132919
Leaf 4,Quercus,Cây Sồi,1401.jpg,0.08285059588069509,0.26962445040360167,0.642747367278506,0.6077052101850271,0.7390393044818873,0.47023632267022164,0.7088593259780523,0.45443172260448345,0.8867782205649689
Leaf 4,Quercus,Cây Sồi,1471.jpg,0.08261888197052533,0.18492100202945425,0.7658434607715345,0.5448718750181057,0.6724377178477324,0.4335575227874528,0.6167077753412322,0.5279182979727549,0.9060636151356894
Leaf 4,Quercus,Cây Sồi,1440.jpg,0.08138307444961997,0.24223403004514052,0.6815208176007095,0.6467067022986631,0.7647937044865593,0.40666827925359267,0.7206582827467334,0.45576683660229683,0.8890075313310546
Leaf 4,Quercus,Cây Sồi,1434.jpg,0.06973301396608535,0.24376760826833563,0.6718397064541817,0.5485673275000438,0.6875783573153618,0.4791760428418171,0.6601512268568954,0.46267745117612463,0.905589463943551
Leaf 4,Quercus,Cây Sồi,1406.jpg,0.09639942312812072,0.23568957413918007,0.6997603994177705,0.6743256416553907,0.789399636263598,0.3609069050929385,0.7786290481522811,0.3303887545089787,0.8297958492780644
Leaf 4,Quercus,Cây Sồi,1462.jpg,0.09753868318645534,0.26095795021205725,0.6643617349132791,0.42604154576541725,0.5793639385666347,0.5362789743644577,0.5456229021426658,0.5143000606753974,0.8846208929047922
Leaf 4,Quercus,Cây Sồi,1457.jpg,0.10626657380284923,0.2768643662014761,0.6463464908380238,0.4252516492732919,0.5696689526116988,0.5425304504458531,0.5014839672259678,0.6080645021182363,0.8977503942061232
Leaf 4,Quercus,Cây Sồi,1405.jpg,0.08651939945838276,0.20664074942307778,0.7362461146873263,0.5924649433833681,0.7194770623378705,0.3908687940614922,0.6967854106554745,0.40825752595388154,0.8687798804887419
Leaf 4,Quercus,Cây Sồi,1466.jpg,0.1202337733880814,0.2994400642313016,0.621850687039197,0.47288959378699297,0.6275038984415879,0.5324973889084716,0.5975415467313784,0.4858836069725065,0.8488437359126059
Leaf 4,Quercus,Cây Sồi,1431.jpg,0.08088102764425219,0.2716573331645811,0.6378868056930741,0.5676690720320872,0.7127298115005262,0.5118712888643441,0.6910678901376831,0.4395303988721088,0.8851780231127145
Leaf 4,Quercus,Cây Sồi,1404.jpg,0.03878633396341428,0.15428510217539423,0.7831767416628077,0.638709194777031,0.7581325887662873,0.38001096758561487,0.7793457599710779,0.2692658197093887,0.8929753275441222
Leaf 4,Quercus,Cây Sồi,1423.jpg,0.08664812940847708,0.24105709792036284,0.6865903530754704,0.5520363305960655,0.6887459666801221,0.4538324853431588,0.6582022559307469,0.4585436784745321,0.8830897258727504
Leaf 4,Quercus,Cây Sồi,1430.jpg,0.03722870156727317,0.18588394649518136,0.7359377303039705,0.5839332707903578,0.7073798636734687,0.4341423626838102,0.7627835506069521,0.22125940922252885,0.8794757520700975
Leaf 4,Quercus,Cây Sồi,1421.jpg,0.05794135053744692,0.1558186803985893,0.793113713915992,0.6755921296853842,0.7755127412778013,0.3360852479867859,0.731462536511612,0.44332543929322604,0.9156634550547609
Leaf 4,Quercus,Cây Sồi,1450.jpg,0.12257665847979778,0.31324226824005724,0.60329894888147,0.48532697458728413,0.6392852683433907,0.5496934546039156,0.5468602156352004,0.6631980738457087,0.8925236773682398
Leaf 4,Quercus,Cây Sồi,1446.jpg,0.0665276382087371,0.23713399083777081,0.6795386834721543,0.4749709261205101,0.6274943278730245,0.5290189486328359,0.642068658430048,0.37259829571973563,0.8849781131767211
Leaf 4,Quercus,Cây Sồi,1420.jpg,0.10584176496753804,0.2869574507866902,0.6319727406977022,0.4734874645672455,0.6170145552958727,0.5255999411640366,0.5645869553452411,0.5563865764565193,0.8855947202215032
Leaf 4,Quercus,Cây Sồi,1418.jpg,0.11375865689833785,0.2991904119624093,0.6182415013257592,0.4253770723664477,0.5823403853899172,0.5523081401134426,0.5466984753093792,0.5216529893401735,0.866992631368328
Leaf 4,Quercus,Cây Sồi,1468.jpg,0.0757447026354894,0.23706266161808726,0.6854598235207786,0.4957624163404507,0.6426158262035265,0.488783948878855,0.6151712422459268,0.47307472347263346,0.9007114120103462
Leaf 4,Quercus,Cây Sồi,1414.jpg,0.08350711862617603,0.21651984634924137,0.72026177064441,0.5544128648398706,0.6867457178503277,0.4375438367094589,0.6429420561894851,0.4875349595357112,0.8948017372404842
Leaf 4,Quercus,Cây Sồi,1469.jpg,0.047688010012435535,0.1576197431955976,0.7843170843563323,0.6850785158052769,0.7948931426191097,0.3553675972649315,0.7869182398506356,0.3301068046610981,0.8985982360447095
Leaf 4,Quercus,Cây Sồi,1435.jpg,0.055019180670306235,0.17682513559537785,0.7606924222821705,0.6525537161688465,0.7691483131830015,0.3599042483185675,0.7835429214261471,0.27082385031955214,0.8692038626380029
Leaf 4,Quercus,Cây Sồi,1428.jpg,0.03111402893779363,0.14515496205590717,0.7918431622621582,0.6763889351095905,0.7820494396067463,0.3635606122428726,0.7622659815643241,0.38718138299940114,0.9368607078496163
Leaf 4,Quercus,Cây Sồi,1422.jpg,0.08088102764425219,0.23709832622792898,0.6887684302043129,0.5808431014929822,0.7109592563162584,0.44991197546350886,0.6770854389704108,0.4646200281074162,0.8920315421194541
Leaf 4,Quercus,Cây Sồi,1448.jpg,0.11612728798007303,0.3483362443243356,0.548341733947514,0.40680695628979785,0.5784547345530919,0.6425381896808569,0.5393635515333726,0.5536919567663383,0.8728098929118703
Leaf 4,Quercus,Cây Sồi,1417.jpg,0.05602327428104179,0.1992225105759945,0.7286258826123511,0.5979224969255066,0.7271335171887578,0.4226644023729955,0.7087541947662684,0.4055644096678406,0.9083476743392543
